memory.max_usage_in_bytes,input_bam,guide|ref_hist,chromInfo,guide_gff,input_bam_extension,guide|ref_hist_extension,chromInfo_extension,guide_gff_extension,dbkey,rna_strandness,use_guide
5563424768,5781150006,0,0,0,bam,nan,nan,nan,triMan1,nan,no
3741802496,4006731526,0,0,0,bam,nan,nan,nan,?,nan,no
4046749696,3013443895,238695801,0,0,bam,gtf,nan,nan,hg38,nan,yes
430964736,155358524,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
408088576,220835144,3523941,0,0,bam,gtf,nan,nan,?,--rf,yes
435687424,155358524,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
422113280,220835144,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
396296192,176873477,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
501858304,284781488,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
575143936,296690807,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
563294208,287116545,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
550912000,338788061,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
537952256,335031621,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
309850112,85720254,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
391446528,183922630,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
368914432,156748232,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
406073344,197816157,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
391720960,171855287,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
418107392,200256842,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
389070848,177024250,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
507883520,284557744,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
471646208,201949712,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
399835136,191006380,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
304332800,75736279,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
457310208,244679340,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
523571200,303146971,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
599293952,314371872,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
655753216,439859285,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
645931008,415698399,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
403091456,99656445,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
396509184,178465072,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
454569984,176279931,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
410800128,206966588,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
422965248,210543670,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
468553728,257573008,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
440705024,219922913,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
576327680,347333910,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
4044447744,3018165443,238695801,0,0,bam,gtf,nan,nan,hg38,nan,yes
4603940864,3539745405,238695801,0,0,bam,gtf,nan,nan,hg38,nan,yes
4930654208,4024765324,238695801,0,0,bam,gtf,nan,nan,hg38,nan,yes
5280518144,4448366197,238695801,0,0,bam,gtf,nan,nan,hg38,nan,yes
3783815168,2972373840,238695801,0,0,bam,gtf,nan,nan,hg38,nan,yes
6956855296,6509381289,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
7480094720,7514012119,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
4050464768,3018165443,216394147,0,0,bam,gtf,nan,nan,hg38,nan,yes
1285574656,3539745405,216394147,0,0,bam,gtf,nan,nan,hg38,nan,yes
4899745792,4024765324,216394147,0,0,bam,gtf,nan,nan,hg38,nan,yes
4669992960,4448366197,216394147,0,0,bam,gtf,nan,nan,hg38,nan,yes
3761393664,2972373840,216394147,0,0,bam,gtf,nan,nan,hg38,nan,yes
461430784,179730385,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
431874048,220412544,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
310099968,91967667,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
499597312,273540242,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
563232768,329322285,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
658710528,361976250,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
740491264,509242381,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
661741568,432170123,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
305340416,76124764,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
432447488,210915580,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
438747136,215281558,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
454098944,238824116,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
473374720,251299523,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
525307904,300559041,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
495865856,265182651,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
696717312,416986839,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
378114048,170453716,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
374116352,159300036,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
288931840,66175569,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
456097792,233053867,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
479666176,262722732,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
490242048,292854854,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
689672192,469482784,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
683675648,392556848,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
287281152,71893290,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
371769344,157198718,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
372748288,163638127,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
385818624,175705157,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
404144128,189318668,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
421937152,216359114,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
406204416,197810839,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
579915776,355917229,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
483606528,213187798,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
484536320,208928840,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
299626496,80942610,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
548077568,266102824,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
633556992,337400848,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
552603648,324226611,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
705355776,493710566,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
757624832,456588958,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
319733760,104083581,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
403750912,193266777,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
391647232,181975037,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
430620672,222321879,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
428351488,213632963,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
503177216,281874050,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
504119296,224691313,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
642834432,404134632,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
171339776,462,0,0,0,bam,nan,nan,nan,?,nan,no
176627712,462,0,0,0,bam,nan,nan,nan,?,nan,no
769298432,586719536,0,0,0,bam,nan,nan,nan,?,nan,no
322732032,143300703,0,0,0,bam,nan,nan,nan,?,nan,no
441331712,261138688,0,0,0,bam,nan,nan,nan,?,nan,no
171261952,462,0,0,0,bam,nan,nan,nan,?,nan,no
171282432,462,0,0,0,bam,nan,nan,nan,?,nan,no
5553106944,4989517341,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
6449119232,5985835003,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
5772288000,5190976110,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
5890088960,5322923844,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
7170113536,6721671956,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
6908665856,6716734234,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
154501120,462,0,0,0,bam,nan,nan,nan,?,nan,no
154169344,462,0,0,0,bam,nan,nan,nan,?,nan,no
154038272,462,0,0,0,bam,nan,nan,nan,?,nan,no
154165248,462,0,0,0,bam,nan,nan,nan,?,nan,no
1933180928,1296723344,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
1792598016,1307694293,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2209185792,1600549687,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2502197248,1842725699,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2203213824,1682188253,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2702262272,2171230976,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2354794496,1872358752,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2169200640,1710094898,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
4869140480,3018160225,1528399347,0,0,bam,gff,nan,nan,?,nan,yes
21081817088,23159754123,0,0,0,bam,nan,nan,nan,triMan1,nan,no
3902337024,3685206343,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
4328488960,3887286824,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3874406400,3525830752,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3712520192,3381519552,0,0,0,bam,gtf,nan,nan,hg19,--fr,yes
4471267328,3018160225,1113425834,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
4355600384,3539747033,1113425834,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
3705036800,2972372866,1113425834,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
5900939264,4022802836,1113425834,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
5193060352,4442406363,1113425834,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
4189007872,3018160225,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
4465815552,3539747033,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
4130091008,2972372866,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
4954198016,4022802836,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1475665920,4442406363,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2819272704,2457157353,94926257,0,0,bam,gtf,nan,nan,mm10,nan,yes
5420109824,4442406363,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
581808128,407555145,0,0,0,bam,nan,nan,nan,hg19,--fr,no
503103488,328980043,0,0,0,bam,nan,nan,nan,hg19,--fr,no
2876751872,2457157353,94926257,0,0,bam,gtf,nan,nan,mm10,nan,yes
1940824064,1296723344,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
1939664896,1307694293,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2082254848,1600549687,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2341072896,1842725699,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
1278259200,541607913,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2167898112,1351992928,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
911888384,316621272,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3529072640,2703812406,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
970973184,441520598,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1355120640,698853551,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
983453696,449829588,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2881884160,2182260909,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3005071360,2449752676,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1952534528,1274709967,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3006386176,2146117032,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1179365376,572447465,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1284861952,671394761,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1054351360,496059692,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1236959232,659695019,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1401942016,745933165,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2747023360,2035282886,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2295451648,1616973222,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
833720320,333988846,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1194082304,594122253,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1283784704,753803522,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3074105344,2267392302,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
3011411968,2194090498,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1880023040,1239853839,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2673885184,2089291765,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2732904448,1976533831,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
2685788160,1866182662,158314123,0,0,bam,gtf,nan,nan,hg19,--fr,yes
1680072704,1506410962,0,0,0,bam,nan,nan,nan,?,nan,no
221696000,1506410962,9863816,0,0,bam,gff3,nan,nan,?,nan,yes
1064689664,702278055,172843387,0,0,bam,gtf,nan,nan,galGal4,nan,yes
459563008,30936133,50754140,0,0,bam,gtf,nan,nan,hg19,nan,yes
1743302656,1145777682,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2133389312,1542666936,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1864400896,1437993192,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2060845056,1466160701,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1913057280,1509476052,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2189271040,1764533083,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2066870272,1635410358,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2108481536,1680127338,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1656942592,1229441581,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2352377856,1924368623,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2435469312,2046730528,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1695342592,1274344763,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
2208509952,1779543149,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1978183680,1546340912,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1530650624,1084024138,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1880735744,1438828335,151467494,0,0,bam,gtf,nan,nan,hg38Patch11,--rf,yes
1611722752,1414250854,9863816,0,0,bam,gff3,nan,nan,?,nan,yes
1550897152,1342341100,9863816,0,0,bam,gff3,nan,nan,?,nan,yes
1779486720,1570080323,9863816,0,0,bam,gff3,nan,nan,?,nan,yes
1480802304,1267054618,9863816,0,0,bam,gff3,nan,nan,?,nan,yes
2809659392,2182462349,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
3365732352,2723799894,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
3588952064,2956069272,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
2966286336,2337720382,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
4273074176,3646310144,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
2886782976,2560799238,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
3520413696,2884191231,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
3243315200,2629905813,280140409,0,0,bam,gtf,nan,nan,?,nan,yes
2656534528,2182462349,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
3220951040,2723799894,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
3453239296,2956069272,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
2776199168,2337720382,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
4125040640,3646310144,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
2969735168,2560799238,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
3223736320,2884191231,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
2650193920,2629905813,58077962,0,0,bam,gtf,nan,nan,?,nan,yes
181354496,586719536,0,0,0,bam,nan,nan,nan,?,nan,no
3477020672,3018160225,43487801,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
4192727040,3018160225,240134695,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
5324423168,3018160225,1528399347,0,0,bam,gtf,nan,nan,?,nan,yes
4022788096,3679590089,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
4231061504,3551136006,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
3772399616,3391478204,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
4084424704,3629429420,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
3708116992,3417001793,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
2255171584,3399236202,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
2357481472,1682188253,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2830974976,2171230976,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2376802304,1872358752,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
2070130688,1710094898,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
419291136,136433489,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
375042048,86255851,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
470069248,257472704,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
530505728,246794599,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
496959488,290257275,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
316461056,91128768,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
377393152,165656556,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
372334592,159692376,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
402337792,185995064,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
390197248,183222511,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
433885184,227651345,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
392441856,173420547,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
383320064,166367953,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
4974612480,2876960514,1175571066,0,0,bam,gtf,nan,nan,hg19,nan,yes
2320076800,425655522,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2331983872,400813250,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1201557504,407744162,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1145487360,398799969,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2340782080,435406813,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1164570624,387204003,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2344132608,424891013,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1202425856,412994610,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1182535680,411308086,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2476929024,547072724,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2295910400,386505641,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2451628032,543647068,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2319966208,399885054,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2413441024,502947333,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2308198400,388027287,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2477629440,573997117,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2397241344,473490273,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2373038080,447446188,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2359885824,456581457,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2351087616,442164728,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2411008000,485186297,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2307158016,429312100,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1256329216,476296882,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2380238848,456870196,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1218306048,428539957,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1172979712,407127663,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1179660288,413868358,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2318667776,403828164,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
1228673024,447952590,1144445941,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
